id,status,date_created,date_closed,total_amount,currency_id,buyer_id,buyer_nickname,buyer_first_name,buyer_last_name,item_id,item_title,quantity,unit_price,payment_id,transaction_amount,payment_status
2.00001E+15,paid,2023-11-18T23:55:36.000-04:00,2023-11-18T23:56:20.000-04:00,3016,MXN,251956023,GADA5884238,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67089707419,3016,approved
2.00001E+15,paid,2023-11-19T03:52:10.000-04:00,2023-11-19T03:52:12.000-04:00,3016,MXN,441714377,FRANCISCOALEJANDROVAZQUEZES,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67273478606,3016,approved
2.00001E+15,paid,2023-11-19T10:23:08.000-04:00,2023-11-19T10:23:12.000-04:00,3016,MXN,339589340,ERI_ROMEROL,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67100060699,3016,approved
2.00001E+15,paid,2023-11-19T12:19:33.000-04:00,2023-11-19T12:19:36.000-04:00,3016,MXN,1365901490,REGULESNOE20230503033044,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67287160850,3016,approved
2.00001E+15,paid,2023-11-19T17:28:35.000-04:00,2023-11-19T17:29:22.000-04:00,3016,MXN,472280345,GUTIERREZCARLOSJUAN,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67299097084,3016,approved
2.00001E+15,paid,2023-11-19T17:43:00.000-04:00,2023-11-19T17:43:03.000-04:00,3016,MXN,496915699,FIJO2742094,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67299662386,3016,approved
2.00001E+15,paid,2023-11-19T19:34:07.000-04:00,2023-11-19T19:34:11.000-04:00,3016,MXN,527191200,MIREILLEYARYKGUTIERREZ,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67123161279,3016,approved
2.00001E+15,paid,2023-11-19T21:14:40.000-04:00,2023-11-19T21:14:43.000-04:00,4885,MXN,182664172,MAGE9508654,,,MLM2590113830,Colchones Matrimoniales | Colchón Memory Foam + Gel Cool Max,1,4885,67127745485,4885,approved
2.00001E+15,paid,2023-11-19T22:37:39.000-04:00,2023-11-19T22:38:15.000-04:00,3016,MXN,114211341,JSERRETMX,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67130731151,3016,approved
2.00001E+15,paid,2023-11-19T22:14:58.000-04:00,2023-11-19T23:47:20.000-04:00,4964,MXN,1090016383,MAOM5905607,,,MLM1870865615,Colchón Matrimonial Restonic Ortopédico Ultra Confort Bh,1,4964,67311239140,4962.38,approved
2.00001E+15,paid,2023-11-19T22:14:58.000-04:00,2023-11-19T23:47:20.000-04:00,4964,MXN,1090016383,MAOM5905607,,,MLM1870865615,Colchón Matrimonial Restonic Ortopédico Ultra Confort Bh,1,4964,67311250500,1.62,approved
2.00001E+15,paid,2023-11-20T01:11:30.000-04:00,2023-11-20T01:11:33.000-04:00,3016,MXN,475662092,SERGIOBERNARDORESNDIZGARC,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67133831803,3016,approved
2.00001E+15,cancelled,2023-11-20T01:32:09.000-04:00,2023-11-20T01:32:17.000-04:00,3499,MXN,686664440,CAMA4132109,,,MLM1876599221,Colchón Individual Restonic En Caja Pocket Ultra Gel Vi,1,3499,67134071823,3499,refunded
2.00001E+15,paid,2023-11-20T03:43:25.000-04:00,2023-11-20T03:44:10.000-04:00,3016,MXN,679752805,MIGUELANGELVILLALOBOSRIOS,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67316466776,3016,approved
2.00001E+15,paid,2023-11-20T11:14:43.000-04:00,2023-11-20T11:15:21.000-04:00,3016,MXN,21001241,ALEXORTEGA849,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67327885664,3016,approved
2.00001E+15,paid,2023-11-20T11:14:42.000-04:00,2023-11-20T11:15:26.000-04:00,3016,MXN,21001241,ALEXORTEGA849,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67146508785,3016,approved
2.00001E+15,paid,2023-11-20T17:13:49.000-04:00,2023-11-20T17:13:52.000-04:00,4885,MXN,1046242241,HIPLITOMACARIOJUREZ,,,MLM2590113830,Colchones Matrimoniales | Colchón Memory Foam + Gel Cool Max,1,4885,67345781752,4885,approved
2.00001E+15,paid,2023-11-20T17:37:27.000-04:00,2023-11-20T17:37:30.000-04:00,3016,MXN,241218186,ZALU36999,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67165046303,3016,approved
2.00001E+15,paid,2023-11-20T17:41:18.000-04:00,2023-11-20T17:41:20.000-04:00,3016,MXN,757781718,PUBLIMARK MX,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67347150728,3016,approved
2.00001E+15,paid,2023-11-21T01:47:54.000-04:00,2023-11-21T01:48:33.000-04:00,5438,MXN,179996427,VICTORSAVINUO,,,MLM2590038550,Colchones Queen Size | Colchón Coolmax | Memory Foam + Gel,1,5438,67182297363,5438,approved
2.00001E+15,paid,2023-11-21T22:21:28.000-04:00,2023-11-22T12:50:54.000-04:00,406,MXN,1275609460,ALCARAZMARÍA20221229140553,,,MLM2228897220,Pack De 2 Almohadas King Size Anti Alergénicas,1,406,67418498330,406,approved
2.00001E+15,paid,2023-11-22T16:52:58.000-04:00,2023-11-22T16:54:15.000-04:00,4964,MXN,72873873,WXR1228,,,MLM1937887099,Colchón Matrimonial Restonic Ortopédico Ultra Confort Bh Color Gris/negro,1,4964,67457621760,4964,rejected
2.00001E+15,paid,2023-11-22T16:52:58.000-04:00,2023-11-22T16:54:15.000-04:00,4964,MXN,72873873,WXR1228,,,MLM1937887099,Colchón Matrimonial Restonic Ortopédico Ultra Confort Bh Color Gris/negro,1,4964,67457717358,4964,approved
2.00001E+15,paid,2023-11-25T01:58:08.000-04:00,2023-11-25T01:58:10.000-04:00,4885,MXN,229021044,VICENTEPOCOROBA,,,MLM2590113830,Colchones Matrimoniales | Colchón Memory Foam + Gel Cool Max,1,4885,67601955728,4885,approved
2.00001E+15,paid,2023-11-26T17:16:18.000-04:00,2023-11-26T17:16:20.000-04:00,3016,MXN,1041294501,OLVERAJUAN20220604204550,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67498848845,3016,approved
2.00001E+15,paid,2023-11-27T00:15:52.000-04:00,2023-11-27T00:15:53.000-04:00,5438,MXN,209133638,GAAL9879428,,,MLM2590038550,Colchones Queen Size | Colchón Coolmax | Memory Foam + Gel,1,5438,67698885378,5438,approved
2.00001E+15,paid,2023-11-27T21:28:04.000-04:00,2023-11-27T21:28:07.000-04:00,7499.49,MXN,715835647,FRANCISCOMIGUELAMAROBONILLA,,,MLM2595273490,Colchones Queen Size | Colchón Memory Foam + Gel | En Caja,1,7499.49,67563456399,7499.49,approved
2.00001E+15,paid,2023-11-27T22:04:48.000-04:00,2023-11-27T22:04:51.000-04:00,4885,MXN,1202606205,MATAANTONIO20220921142934,,,MLM2590113830,Colchones Matrimoniales | Colchón Memory Foam + Gel Cool Max,1,4885,67749953610,4885,approved
2.00001E+15,paid,2023-11-29T04:03:00.000-04:00,2023-11-29T04:03:44.000-04:00,5438,MXN,29486194,GALICIAM1528,,,MLM2590038550,Colchones Queen Size | Colchón Coolmax | Memory Foam + Gel,1,5438,67809649120,5438,approved
2.00001E+15,paid,2023-11-29T22:09:08.000-04:00,2023-11-29T22:09:10.000-04:00,3016,MXN,269760629,ADRIANCASRRO,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3016,67674870221,3016,approved
2.00001E+15,cancelled,2023-12-04T13:41:01.000-04:00,2023-12-04T13:41:40.000-04:00,6798,MXN,61057106,PRINCIPEHD3,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,2,3399,67944177507,6798,refunded
2.00001E+15,paid,2023-12-04T13:45:15.000-04:00,2023-12-04T13:45:54.000-04:00,3399,MXN,61057106,PRINCIPEHD3,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3399,68131943498,3399,approved
2.00001E+15,paid,2023-12-04T13:45:15.000-04:00,2023-12-04T13:46:02.000-04:00,3399,MXN,61057106,PRINCIPEHD3,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,3399,67944638533,3399,approved
2.00001E+15,cancelled,2023-12-18T11:37:32.000-04:00,2023-12-18T11:37:34.000-04:00,4964,MXN,386422439,COSME ROLDAN,,,MLM1870865615,Colchón Matrimonial Restonic Ortopédico Ultra Confort Bh,1,4964,69006333518,4964,refunded
2.00001E+15,paid,2023-12-19T02:39:37.000-04:00,2023-12-19T02:39:39.000-04:00,4072.17,MXN,84648865,THENEGI,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,68857454233,4072.17,approved
2.00001E+15,paid,2023-12-19T23:46:31.000-04:00,2023-12-19T23:46:34.000-04:00,6761.74,MXN,242841581,RUDA4606977,,,MLM2590038550,Colchones Queen Size | Colchón Coolmax | Memory Foam + Gel,1,6761.74,68919038093,6761.74,approved
2.00001E+15,paid,2023-12-20T20:53:27.000-04:00,2023-12-20T20:53:30.000-04:00,5898.9,MXN,135081646,GUZMANBRIAN87,,,MLM2590113830,Colchones Matrimoniales | Colchón Memory Foam + Gel Cool Max,1,5898.9,69173865628,5898.9,approved
2.00001E+15,paid,2023-12-25T09:27:42.000-04:00,2023-12-25T09:27:45.000-04:00,4072.17,MXN,748143423,RIVERADAEL20210422223237,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,69247501617,4072.17,approved
2.00001E+15,paid,2023-12-26T01:36:46.000-04:00,2023-12-26T01:37:29.000-04:00,4072.17,MXN,1369262036,PEREZTRINIDAD20230507171218,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,69466579806,4072.17,approved
2.00001E+15,paid,2023-12-26T23:50:51.000-04:00,2023-12-26T23:55:09.000-04:00,4072.17,MXN,251035587,MEMA685072,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,69325597639,4072.17,rejected
2.00001E+15,paid,2023-12-26T23:50:51.000-04:00,2023-12-26T23:55:09.000-04:00,4072.17,MXN,251035587,MEMA685072,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,69520881362,4072.17,approved
2.00001E+15,cancelled,2023-12-30T14:03:35.000-04:00,2023-12-30T14:05:06.000-04:00,4072.17,MXN,75313878,DASURABI,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,69734126486,4072.17,refunded
2.00001E+15,paid,2024-01-05T14:14:25.000-04:00,2024-01-05T14:14:28.000-04:00,6761.74,MXN,54316807,ENZOHR2018,,,MLM2590038550,Colchones Queen Size | Colchón Coolmax | Memory Foam + Gel,1,6761.74,69852739057,6761.74,approved
2.00001E+15,paid,2024-01-09T00:43:29.000-04:00,2024-01-09T00:46:27.000-04:00,4099,MXN,1293297530,MATALUIS20230123011435,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70063534347,4099,approved
2.00001E+15,paid,2024-01-09T00:47:51.000-04:00,2024-01-09T00:50:31.000-04:00,4099,MXN,1293297530,MATALUIS20230123011435,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70262540598,4099,approved
2.00001E+15,paid,2024-01-10T00:32:52.000-04:00,2024-01-10T00:33:38.000-04:00,8144.34,MXN,283193791,JULIAN_LINKIN,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,2,4072.17,70124819343,8144.34,approved
2.00001E+15,paid,2024-01-10T13:39:10.000-04:00,2024-01-10T13:39:11.000-04:00,4099,MXN,214344918,LAAB9035224,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70352629032,4099,approved
2.00001E+15,paid,2024-01-11T22:24:38.000-04:00,2024-01-11T22:25:53.000-04:00,2999.4,MXN,457065088,CHRISTIANURIELMARINSANTANA,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70447175556,2999.4,approved
2.00001E+15,paid,2024-01-12T09:57:27.000-04:00,2024-01-12T09:57:32.000-04:00,3999,MXN,54028540,GARROCHA615,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70462615670,3999,approved
2.00001E+15,paid,2024-01-12T17:23:06.000-04:00,2024-01-12T17:23:08.000-04:00,3999,MXN,1313526053,PEREZELIZABETH20230322012942,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70491080828,3999,approved
2.00001E+15,paid,2024-01-12T21:49:06.000-04:00,2024-01-12T21:49:09.000-04:00,2999.4,MXN,1097305204,MAAN6627195,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70508461562,2999.4,approved
2.00001E+15,paid,2024-01-13T14:37:09.000-04:00,2024-01-13T14:37:12.000-04:00,4099,MXN,281227882,JOSE_HDZ_GTZ,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70341902967,4099,approved
2.00001E+15,paid,2024-01-14T00:16:28.000-04:00,2024-01-14T00:17:31.000-04:00,4099,MXN,1127663841,GUTIERREZDIEGO20220520215247,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70371256493,323.51,approved
2.00001E+15,paid,2024-01-14T00:16:28.000-04:00,2024-01-14T00:17:31.000-04:00,4099,MXN,1127663841,GUTIERREZDIEGO20220520215247,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70571931854,3775.49,approved
2.00001E+15,paid,2024-01-14T00:26:02.000-04:00,2024-01-14T00:26:05.000-04:00,2999.4,MXN,21689872,GMINICLON,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70371448595,2999.4,approved
2.00001E+15,cancelled,2024-01-14T01:26:09.000-04:00,2024-01-14T01:26:12.000-04:00,4099,MXN,227027486,FRANCISCODANIELGARCACARRERA,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70372556593,4099,refunded
2.00001E+15,paid,2024-01-14T13:46:37.000-04:00,2024-01-14T13:46:39.000-04:00,3999,MXN,74483035,PACO.CRUZ,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70391530567,3999,approved
2.00001E+15,paid,2024-01-14T16:33:00.000-04:00,2024-01-14T16:33:02.000-04:00,4099,MXN,102441303,RAMIROROBERT27,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70397916587,4099,approved
2.00001E+15,paid,2024-01-14T18:32:28.000-04:00,2024-01-14T18:32:31.000-04:00,4099,MXN,363020292,MARIANAEULLOQUIMARIANAEULLOQUI,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70603722788,4099,approved
2.00001E+15,paid,2024-01-14T18:32:42.000-04:00,2024-01-14T18:33:19.000-04:00,4099,MXN,654415327,TEODORAGABRIELLPEZ,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70402905823,4099,approved
2.00001E+15,paid,2024-01-14T22:46:36.000-04:00,2024-01-14T22:46:38.000-04:00,4099,MXN,230689421,LICHAMORALESDIAZ,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70414496155,4099,approved
2.00001E+15,paid,2024-01-15T14:10:24.000-04:00,2024-01-15T14:10:27.000-04:00,2999.4,MXN,186322941,MARI221092,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70646376964,2999.4,approved
2.00001E+15,paid,2024-01-15T14:50:54.000-04:00,2024-01-15T14:50:56.000-04:00,3999,MXN,77135841,RNAVAHDZ,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70447415421,3999,approved
2.00001E+15,paid,2024-01-15T19:46:41.000-04:00,2024-01-15T19:46:44.000-04:00,2999.4,MXN,273014009,RODRIGOLOPEZANDRADE,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70667200958,2999.4,approved
2.00001E+15,paid,2024-01-15T21:46:56.000-04:00,2024-01-15T21:46:58.000-04:00,4072.17,MXN,1113791071,HESA5528456,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,70673726932,4072.17,approved
2.00001E+15,paid,2024-01-15T21:47:06.000-04:00,2024-01-15T21:47:12.000-04:00,2999.4,MXN,319469823,JORICARDO70,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70472489925,2999.4,approved
2.00001E+15,paid,2024-01-15T23:18:13.000-04:00,2024-01-15T23:18:15.000-04:00,4072.17,MXN,1184627029,MONTESVICTOR20220822234212,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,70676907502,4072.17,approved
2.00001E+15,paid,2024-01-16T00:05:21.000-04:00,2024-01-16T00:05:59.000-04:00,4099,MXN,1250519855,ORTIZPEDRO20221128222641,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70678070600,4099,approved
2.00001E+15,paid,2024-01-16T00:38:01.000-04:00,2024-01-16T00:38:03.000-04:00,4099,MXN,1189409023,MATAJULIO20220830225857,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70477424079,4099,approved
2.00001E+15,paid,2024-01-16T00:46:10.000-04:00,2024-01-16T00:46:12.000-04:00,4099,MXN,752778425,SAULANTONIOSOZA,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70477603793,4099,approved
2.00001E+15,paid,2024-01-16T17:50:50.000-04:00,2024-01-16T17:50:53.000-04:00,2999.4,MXN,319469823,JORICARDO70,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70520199389,2999.4,approved
2.00001E+15,paid,2024-01-16T19:18:31.000-04:00,2024-01-16T19:18:32.000-04:00,3999,MXN,202082027,SULMITAULOA,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70526022669,3999,approved
2.00001E+15,paid,2024-01-16T22:42:36.000-04:00,2024-01-16T22:42:39.000-04:00,4099,MXN,313741447,LEYDI15LEYDI15,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70738049146,4099,approved
2.00001E+15,paid,2024-01-16T23:26:29.000-04:00,2024-01-16T23:26:33.000-04:00,4099,MXN,600155963,HECTORADOLFOITUARTEPARRA,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70739283252,4099,approved
2.00001E+15,paid,2024-01-17T00:15:28.000-04:00,2024-01-17T00:15:30.000-04:00,4099,MXN,410843954,ARISAJBSTA,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70538501145,4099,approved
2.00001E+15,paid,2024-01-17T01:35:25.000-04:00,2024-01-17T01:35:27.000-04:00,2999.4,MXN,468608873,ESTEFANIALAMAS04,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70741281432,2999.4,approved
2.00001E+15,paid,2024-01-17T02:25:29.000-04:00,2024-01-17T02:25:32.000-04:00,4072.17,MXN,279301526,ESSO2850755,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,70741707482,4072.17,approved
2.00001E+15,paid,2024-01-17T08:52:09.000-04:00,2024-01-17T08:52:11.000-04:00,4099,MXN,201061943,DRACARYS..,,,MLM2040870458,Colchón Matrimonial Ultra Gel Restonic Pocket At En Caja,1,4099,70547782073,4099,approved
2.00001E+15,paid,2024-01-17T18:41:36.000-04:00,2024-01-17T18:41:43.000-04:00,4072.17,MXN,206571714,CARRALGUILLERMO,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,70785094896,4072.17,approved
2.00001E+15,paid,2024-01-17T18:51:26.000-04:00,2024-01-17T18:51:29.000-04:00,3999,MXN,229188365,BECI9494894,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70785769958,3999,approved
2.00001E+15,paid,2024-01-17T22:33:15.000-04:00,2024-01-17T22:33:18.000-04:00,3499,MXN,264425206,JUANCARLOSQUINTANARALCANTARA,,,MLM2437718396,Colchón Individual Restonic Pocket Ultra Gel Vi Color Gris Con Tapa Blanca,1,3499,70595228369,3499,approved
2.00001E+15,paid,2024-01-18T00:26:02.000-04:00,2024-01-18T00:26:04.000-04:00,3999,MXN,468608873,ESTEFANIALAMAS04,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70597936683,3999,approved
2.00001E+15,paid,2024-01-18T03:59:51.000-04:00,2024-01-18T03:59:54.000-04:00,2999.4,MXN,456018946,PVIDANAA,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70801904154,2999.4,approved
2.00001E+15,paid,2024-01-18T11:30:21.000-04:00,2024-01-18T11:30:23.000-04:00,3499,MXN,148304915,MUGI9708129,,,MLM2437718396,Colchón Individual Restonic Pocket Ultra Gel Vi Color Gris Con Tapa Blanca,1,3499,70818476364,3499,approved
2.00001E+15,paid,2024-01-18T12:22:37.000-04:00,2024-01-18T12:23:16.000-04:00,3999,MXN,832489498,WENDYISABELDOMINGUEZMORALES,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70822174570,3999,approved
2.00001E+15,paid,2024-01-18T18:31:45.000-04:00,2024-01-18T18:31:48.000-04:00,3999,MXN,74483035,PACO.CRUZ,,,MLM1958656925,Colchón Matrimonial Gel Dreams Memory Foam Gel + Hd Foam,1,3999,70843313258,3999,approved
2.00001E+15,paid,2024-01-18T18:45:17.000-04:00,2024-01-18T18:45:19.000-04:00,3499,MXN,1112374109,MARADOLORESPIMENTELPEA,,,MLM2437718396,Colchón Individual Restonic Pocket Ultra Gel Vi Color Gris Con Tapa Blanca,1,3499,70844284464,3499,approved
2.00001E+15,paid,2024-01-18T21:54:45.000-04:00,2024-01-18T21:55:22.000-04:00,4072.17,MXN,270587768,EDUARDOESTRADA991014,,,MLM1991214368,Colchón Matrimonial Restonic Caja Resortes Independientes Os,1,4072.17,70652614319,4072.17,approved
2.00001E+15,paid,2024-01-18T22:15:28.000-04:00,2024-01-18T22:15:31.000-04:00,2999.4,MXN,479182005,IVOP2365,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70855888976,2999.4,approved
2.00001E+15,paid,2024-01-18T22:56:21.000-04:00,2024-01-18T22:56:23.000-04:00,2999.4,MXN,155087392,ITZCOATLHERRERA,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70654700731,2999.4,approved
2.00001E+15,paid,2024-01-19T11:11:51.000-04:00,2024-01-19T11:11:54.000-04:00,4099,MXN,180260134,MAAR542977,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70877673578,4099,approved
2.00001E+15,paid,2024-01-19T12:24:39.000-04:00,2024-01-19T12:24:41.000-04:00,2999.4,MXN,502077988,CAMA642792,,,MLM2599141944,Colchón Gel Dreams Individual Memory Foam Gel + Hd Foam,1,2999.4,70680266857,2999.4,approved
2.00001E+15,paid,2024-01-19T12:26:15.000-04:00,2024-01-19T12:26:17.000-04:00,4099,MXN,207567710,YOSHUAJUECES,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70883238610,4099,approved
2.00001E+15,paid,2024-01-19T02:36:18.000-04:00,2024-01-19T12:58:12.000-04:00,4099,MXN,191642736,ARMANDOTINOCO1,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70658220661,4099,rejected
2.00001E+15,paid,2024-01-19T02:36:18.000-04:00,2024-01-19T12:58:12.000-04:00,4099,MXN,191642736,ARMANDOTINOCO1,,,MLM2040893338,Colchón Matrimonial Restonic En Caja Pocket Ultra Gel Vi,1,4099,70682382359,4099,approved
